"PaperTitle"	"Year"	"EstimatedCitation"	"Location"	"Longitude"	"Latitude"	"CitationCount"
"efficient encoding of pathology reports using natural language processing"	2017	5	"Varna, Bulgaria"	27.92522	43.20631	5
"levels of fibulin 1 in the lung and serum are increased in fibrotic interstitial lung disease"	2013	0	"Philadelphia, Pennsylvania"	-75.16245	39.95228	0
"circulating peripheral blood stem cells in idiopathic pulmonary fibrosis a role for fibrocytes and endothelial cells"	2008	0	"Toronto, Canada"	-79.38544	43.6487	0
"progressive desquamative interstitial pneumonitis secondary to prolonged aluminum exposure"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"neutrophil activation infiltration and damage to airways in bronchiolitis is independent of viral etiology"	2015	0	"Denver, Colorado"	-104.989174	39.73715	0
"border defense against infiltration and guerilla attacks"	2015	0	"Arles, France"	4.62837	43.67531	0
"a morphologic analysis of cirrhotic liver in ct images"	2013	2	"Póvoa de Varzim, Portugal"	-8.76825	41.37992	2
"automated evaluation of retinopathies using image cytometry"	2012	1	"Caparica, Portugal"	-9.199999	38.667	1
"3d intraventricular flow mapping from colour doppler images and wall motion"	2013	7	"Nagoya - Japan"	136.919037	35.15065	7
"mfcc based remote pathology detection on speech transmitted through the telephone channel impact of linear distortions band limitation frequency response and noise"	2016	9	"Rome, Italy"	12.49564	41.90322	9
"ultrasound accelerated bone tissue engineering monitored with magnetic resonance microscopy"	2006	12	"New York, NY, USA"	-74.00712	40.71455	12
"measurement of myelin in the preterm brain multi compartment diffusion imaging and multi component t2 relaxometry"	2013	11	"Nagoya - Japan"	136.919037	35.15065	11
"a comparative study of thermal texture mapping in benign and malignant breast diseases"	2004	0	"San Francisco, California, USA "	-122.429047	37.77986	0
"a novel single compartment in vitro model perflurocarbons for electrophysiological studies of the rat urinary bladder"	2013	1	"Osaka, Japan"	135.5016	34.68714	1
"using renyi entropy to detect early cardiac autonomic neuropathy"	2013	18	"Osaka, Japan"	135.5016	34.68714	18
"integrated e health approach based on vascular ultrasound and pulse wave analysis for asymptomatic atherosclerosis detection and cardiovascular risk stratification in the community"	2012	28	"San Diego, CA, USA"	-117.1625	32.715	28
"multi modal imaging of histological tissue sections"	2008	20	"Paris, France"	2.339754	48.8631859	20
"pathology centric medical image retrieval with hierarchical contextual spatial descriptor"	2013	12	"San Francisco, CA, USA"	-122.429047	37.77986	12
"young s modulus measurement on pig trachea and bronchial airways"	2011	12	"Boston, MA, USA"	-71.05674	42.35866	12
"image level tortuosity estimation in wide field retinal images from infants with retinopathy of prematurity"	2012	12	"San Diego, CA, USA"	-117.1625	32.715	12
"diagnostic utility of eeg based biomarkers for alzheimer s disease"	2014	2	"Boston, MA, USA"	-71.05674	42.35866	2
"near infrared spectroscopic evaluation of water in hyaline cartilage"	2012	0	"Philadelphia, PA, USA"	-75.16245	39.95228	0
"mitosis detection of hematopoietic stem cell populations in time lapse phase contrast microscopy images"	2012	11	"Barcelona, Spain"	2.16835	41.3875	11
"time and time frequency analysis of near infrared signals for the assessment of ozone autohemotherapy long term effects in multiple sclerosis"	2013	18	"Osaka, Japan"	135.5016	34.68714	18
"separation and capture of circulating tumor cells from whole blood using a bypass integrated microfluidic trap array"	2014	2	"Chicago, IL, USA"	-87.63245	41.88425	2
"volumetric texture features from higher order images for diagnosis of colon lesions via ct colonography"	2014	70	"Fukuoka (JP)"	130.3836	33.58325	55
"tract oriented statistical group comparison of diffusion in sheet like white matter"	2013	0	"San Francisco, CA, USA"	-122.429047	37.77986	0
"mid long term effect of non ablative high radiofrequency therapy on the rabbit dermal extracellular matrix"	2013	1	"Osaka, Japan"	135.5016	34.68714	1
"regional image analysis of the tongue color spectrum"	2011	29	"Berlin, Germany"	13.4023285	52.5014076	29
"in sleep apnea patients nonalcoholic fatty liver disease nafld is associated with the severity of intermittent hypoxia and more severe endothelial dysfunction"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"integrin binding uniquely regulates tropic breast cancer cell phenotypes in vitro"	2014	0	"Boston, MA, USA"	-71.05674	42.35866	0
"interstitial flow drives cxcr4 dependent hepatocellular carcinoma cell invasion"	2012	0	"Philadelphia, PA, USA"	-75.16245	39.95228	0
"diffusion tensor mr study of optic nerve degeneration in glaucoma"	2007	65	"Lyon, France"	4.82898	45.75939	39
"reconstruction of the human hippocampus in 3d from histology and high resolution ex vivo mri"	2012	10	"Barcelona, Spain"	2.16835	41.3875	10
"detection and classification of parasite eggs for use in helminthic therapy"	2012	4	"Barcelona, Spain"	2.16835	41.3875	4
"wrist pulse analysis based on rp and rqa"	2009	2	"Tianjin, China"	117.200829	39.08349	2
"angiogenesis in chronic thromboembolic pulmonary hypertension cteph"	2011	2	"Denver, Colorado"	-104.989174	39.73715	2
"magnetic resonance imaging and diffusion weighted imaging appearance of cerebellar liponeurocytoma"	2008	0	"Sanya, Hainan, China"	109.5007	18.2823486	0
"tumor ablation at low frequencies for preferential tumor heating initial ex vivo tissue studies"	2008	3	"Vancouver, BC, Canada"	-123.113358	49.26038	3
"deformation imaging of noninduced dog tumor lesions during freehand scanning"	2008	1	"Paris, France"	2.339754	48.8631859	1
"ultrasonographic plaque characterization using a rayleigh mixture model"	2010	11	"Rotterdam, The Netherlands"	4.488615	51.98959	11
"spatial mapping of real time quantitative shear stress with vascular oxidative stress"	2009	0	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	0
"2 d mathematical models of tumor induced angiogenesis"	2005	5	"Shanghai, China"	121.4747	31.25516	5
"effects of freezing on intratumoral drug transport"	2009	0	"Minneapolis, Minnesota, USA"	-93.26494	44.97902	0
"multiscale amplitude modulation frequency modulation am fm texture analysis of multiple sclerosis in brain mri images"	2011	103	"Boston, MA, USA"	-71.05674	42.35866	77
"base lung sound in diffuse interstitial pneumonia analyzed by linear and nonlinear techniques"	2008	2	"Vancouver, BC, Canada"	-123.113358	49.26038	2
"measurements of light energy distribution in pathological lesions using focused photoacoustic imaging"	2011	0	"Shanghai, China"	121.4747	31.25516	0
"comparison of the diagnostic performances of ca125 and multiple marker combinations for early diagnosis of ovarian cancer"	2013	3	"Jeju Island, South Korea"	126.533	33.367	3
"effects of 50hz homogeneous ferromagnetic field on the concentrations of intracellular calcium ion of snu cells and lymphma cells in vitro"	2005	1	"Shanghai, China"	121.4747	31.25516	1
"oral cancer diagnosis with optical coherence tomography"	2005	12	"Shanghai, China"	121.4747	31.25516	12
"tracking developmental changes in subcortical structures of the preterm brain using multi modal mri"	2011	13	"Chicago, IL, USA"	-87.63245	41.88425	13
"magnetic resonance imaging of migrating neuronal precursors in normal and hypoxic ischemic neonatal rat brains by intraventricular mpio labeling"	2008	5	"Vancouver, BC, Canada"	-123.113358	49.26038	5
"improved automated localization and quantification of protein multiplexes via multispectral fluorescence imaging in heterogenous biopsy samples"	2010	4	"Rotterdam, The Netherlands"	4.488615	51.98959	4
"noninvasive infrared imaging for quantitative assessment of tumor vasculature and response to therapy"	2004	4	"San Francisco, California, USA "	-122.429047	37.77986	4
"automated detection algorithm for arteriolar narrowing on fundus images"	2005	26	"Shanghai, China"	121.4747	31.25516	26
"use of thermal rhythmography for the evaluation of autonomic nervous function"	1995	2	"Montreal, Canada"	-73.55468	45.5124	2
"in vivo comparison between the principal components analysis and the karhunen loeve transform as methods used for the de noising of laser doppler reactive hyperemia signals"	2007	0	"Lyon, France"	4.82898	45.75939	0
"gland ring morphometry for prostate cancer prognosis in multispectral immunofluorescence images"	2014	5	"Boston"	-71.05674	42.35866	5
"phenotype detection in morphological mutant mice using deformation features"	2013	4	"Nagoya - Japan"	136.919037	35.15065	4
"individual feature maps a patient specific analysis tool with applications in temporal lobe epilepsy"	2016	2	"Heidelberg, Germany"	8.70807	49.41349	2
"altered brain anatomical networks and disturbed connection density in brain tumor patients revealed by diffusion tensor tractography"	2016	26	"Heidelberg, Germany"	8.70807	49.41349	26
"comparative study on dielectric constants and conductivities of invasive ductal carcinoma tissues"	2015	3	"Milan, Italy"	9.18109	45.46888	3
"an ingestible nir fluorometric cancer screening capsule"	2015	1	"Milan, Italy"	9.18109	45.46888	1
"galactomannan testing in bronchoalveolar lavage fluid facilitates the diagnosis of invasive pulmonary aspergillosis and is not influenced by short course antifungal therapy"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"improved efficacy of biological lung volume reduction blvr therapy with lobar targeting"	2009	0	"San Diego, California"	-117.1625	32.715	0
"ciliary function and epithelial ultrastructure in mild and moderate asthma"	2009	0	"San Diego, California"	-117.1625	32.715	0
"obesity associated neutrophil dysfunction and the attenuation of murine acute lung injury"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"during 24 h infusions both anthrax lethal and edema toxin caused myocardial injury detectable with electron microscopy em"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"tissue repair in cystic fibrosis lung disease"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"comparison of the activation of signaling pathways involved in muscle mass regulation in the quadriceps and diaphragm of patients with gold stages i to iv chronic obstructive pulmonary disease"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"a diagnostic genomic signature predicts progression in idiopathic pulmonary fibrosis"	2009	0	"San Diego, California"	-117.1625	32.715	0
"use of factor viia for life threatening diffuse alveolar hemorrhage in microscopic polyangiitis"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"bone marrow stem cells protect against the lipopolysaccharide induced delay in lung development in erbb4 deleted fetal lungs"	2009	0	"San Diego, California"	-117.1625	32.715	0
"constitutive upregulation of the tim 3 galectin 9 pathway augments neutrophil inflammation in infant cystic fibrosis lung disease"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"clinical significance of findings of diffuse idiopathic pulmonary neuroendocrine cell hyperplasia associated with pulmonary carcinoid tumor a case report and review of the literature"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"characterization of pulmonary alveolar proteinosis developed in rats exposed to indium tin oxide"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"cigarette smoke extract disrupts tuberculosis induced granulomas in human peripheral blood mononuclear cells"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"the recurrence of desquamative interstitial pneumonia post lung transplantation"	2009	0	"San Diego, California"	-117.1625	32.715	0
"deep inspirations and bronchial challenge in a predictive multiscale model of the human lung"	2011	0	"Denver, Colorado"	-104.989174	39.73715	0
"clinical features of patients with acute and subacute interstitial pneumonia"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"abnormal response of total pulmonary resistance during exercise in patients with borderline pulmonary arterial hypertension associated with connective tissue diseases"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"clinical characteristics of interstitial pneumonia with mutation of the surfactant protein c gene sftpc"	2012	0	"San Francisco, California"	-122.429047	37.77986	0
"bone marrow clara cell secretory protein expressing cells rescue mice with irreversible loss of lung progenitors"	2009	0	"San Diego, California"	-117.1625	32.715	0
"nodular parenchymal pulmonary amyloidosis presenting in an asymptomatic male as cavitary lung nodules"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the role of autophagy in cigarette smoke induced cilia loss implications for chronic obstructive pulmonary disease"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
"the incidence of lung cancer in fibrotic interstitial pneumonia idiopathic versus collagen vascular disease related histologic subtypes"	2010	0	"New Orleans, Louisiana"	-90.07775	29.9537	0
